generator,mode,rho,n,feature_idx,label,feat_type,is_true_pair,S_dir,lynn_metric
interaction,uniform,0.5,28,339,x_12*x_14*,PRODUCT,True,0.3952704966068268,0.3537389611722307
interaction,uniform,0.5,29,12,x_12,LINEAR,False,0.39148956537246704,0.35992072421356436
interaction,uniform,0.5,30,112,x_2*x_22*,PRODUCT,True,0.3902376592159271,0.3619675710695419
interaction,uniform,0.5,31,259,x_8*x_16*,PRODUCT,True,0.3885621726512909,0.3647069652239223
interaction,uniform,0.5,32,168,x_4*x_23*,PRODUCT,True,0.38753533363342285,0.36638583085162024
interaction,uniform,0.5,33,332,x_11*x_26*,PRODUCT,True,0.3865588903427124,0.367982300258844
interaction,uniform,0.5,34,26,x_26,LINEAR,False,0.38465210795402527,0.37109985944403456
interaction,uniform,0.5,35,482,x_21*x_31*,PRODUCT,True,0.3836866319179535,0.37267839756259213
interaction,uniform,0.5,36,295,x_9*x_30*,PRODUCT,True,0.38274285197257996,0.3742214629144406
interaction,uniform,0.5,37,279,x_9*x_14*,PRODUCT,True,0.38063374161720276,0.3776698251397252
interaction,uniform,0.5,38,298,x_10*x_12,PRODUCT,False,0.3795545995235443,0.3794342054728827
interaction,uniform,0.5,39,288,x_9*x_23*,PRODUCT,True,0.378548264503479,0.38107954738698735
interaction,uniform,0.5,40,9,x_9,LINEAR,False,0.37749195098876953,0.38280660335297556
interaction,uniform,0.5,41,444,x_18*x_26*,PRODUCT,True,0.37662366032600403,0.3842262449162604
interaction,uniform,0.5,42,386,x_14*x_26*,PRODUCT,True,0.37570181488990784,0.3857334476907765
interaction,uniform,0.5,43,31,x_31,LINEAR,False,0.37488362193107605,0.3870711802968661
interaction,uniform,0.5,44,21,x_21,LINEAR,False,0.37208443880081177,0.39164780064461036
interaction,uniform,0.5,45,391,x_14*x_31*,PRODUCT,True,0.37130382657051086,0.39292408935122164
interaction,uniform,0.5,46,429,x_17*x_24*,PRODUCT,True,0.3704911768436432,0.39425275886032235
interaction,uniform,0.5,47,17,x_17,LINEAR,False,0.36751115322113037,0.39912505056574676
interaction,uniform,0.5,48,439,x_18*x_21*,PRODUCT,True,0.366708904504776,0.4004367145864114
interaction,uniform,0.5,49,303,x_10*x_17*,PRODUCT,True,0.36593928933143616,0.40169502327802864
interaction,uniform,0.5,50,431,x_17*x_26*,PRODUCT,True,0.3646453022956848,0.40381067170899704
interaction,uniform,0.5,51,118,x_2*x_28*,PRODUCT,True,0.36386996507644653,0.40507833585557046
interaction,uniform,0.5,52,28,x_28,LINEAR,False,0.361782968044281,0.4084905431455554
interaction,uniform,0.5,53,108,x_2*x_18*,PRODUCT,True,0.3607669174671173,0.4101517698425545
interaction,uniform,0.5,54,365,x_13*x_22*,PRODUCT,True,0.360088974237442,0.41126019634955996
interaction,uniform,0.5,55,271,x_8*x_28*,PRODUCT,True,0.35945507884025574,0.4122966053439333
interaction,uniform,0.5,56,207,x_6*x_11*,PRODUCT,True,0.35889732837677,0.41320851857052937
interaction,uniform,0.5,57,208,x_6*x_12*,PRODUCT,True,0.3574858605861664,0.41551624618606847
interaction,uniform,0.5,58,73,x_1*x_12*,PRODUCT,True,0.35697507858276367,0.41635136671989853
interaction,uniform,0.5,59,71,x_1*x_10*,PRODUCT,True,0.3558315634727478,0.418220995921314
interaction,uniform,0.5,60,84,x_1*x_23*,PRODUCT,True,0.3552318215370178,0.41920156454391716
interaction,uniform,0.5,61,286,x_9*x_21*,PRODUCT,True,0.35469621419906616,0.4200772741088856
interaction,uniform,0.5,62,473,x_21*x_22*,PRODUCT,True,0.35414814949035645,0.42097335127891505
interaction,uniform,0.5,63,382,x_14*x_22*,PRODUCT,True,0.3536507785320282,0.42178654496519136
interaction,uniform,0.5,64,377,x_14*x_17*,PRODUCT,True,0.35312211513519287,0.4226509012957598
interaction,uniform,0.5,65,217,x_6*x_21*,PRODUCT,True,0.3526192009449005,0.42347315807902497
interaction,uniform,0.5,66,6,x_6,LINEAR,False,0.3518563210964203,0.42472045462053737
interaction,uniform,0.5,67,459,x_19*x_29*,PRODUCT,True,0.35137924551963806,0.4255004656775157
interaction,uniform,0.5,68,19,x_19,LINEAR,False,0.3506554663181305,0.426683833276827
interaction,uniform,0.5,69,305,x_10*x_19*,PRODUCT,True,0.3485715091228485,0.4300910704813664
interaction,uniform,0.5,70,515,x_26*x_29*,PRODUCT,True,0.3475804328918457,0.4317114645155877
interaction,uniform,0.5,71,306,x_10*x_20*,PRODUCT,True,0.346912682056427,0.4328032266184523
interaction,uniform,0.5,72,1,x_1,LINEAR,False,0.3464199900627136,0.4336087702712487
interaction,uniform,0.5,73,458,x_19*x_28*,PRODUCT,True,0.3459559679031372,0.4343674391966081
interaction,uniform,0.5,74,341,x_12*x_16*,PRODUCT,True,0.34546181559562683,0.4351753704394715
interaction,uniform,0.5,75,422,x_16*x_31*,PRODUCT,True,0.3449643552303314,0.4359887103047315
interaction,uniform,0.5,76,121,x_2*x_31*,PRODUCT,True,0.3443441390991211,0.4370027539146001
interaction,uniform,0.5,77,356,x_12*x_31*,PRODUCT,True,0.34374263882637024,0.4379861973905492
interaction,uniform,0.5,78,499,x_23*x_31*,PRODUCT,True,0.3431486189365387,0.43895741055819615
interaction,uniform,0.5,79,446,x_18*x_28*,PRODUCT,True,0.34259673953056335,0.43985972469819645
interaction,uniform,0.5,80,215,x_6*x_19*,PRODUCT,True,0.34210920333862305,0.44065683869626665
interaction,uniform,0.5,81,209,x_6*x_13*,PRODUCT,True,0.3414373993873596,0.4417552275797253
interaction,uniform,0.5,82,355,x_12*x_30*,PRODUCT,True,0.3410051167011261,0.4424620029658741
interaction,uniform,0.5,83,154,x_4*x_9*,PRODUCT,True,0.34053391218185425,0.4432324149362567
interaction,uniform,0.5,84,151,x_4*x_6*,PRODUCT,True,0.3401230275630951,0.44390420481897536
interaction,uniform,0.5,85,281,x_9*x_16*,PRODUCT,True,0.339714914560318,0.44457146315319956
interaction,uniform,0.5,86,77,x_1*x_16*,PRODUCT,True,0.3391822576522827,0.4454423488117062
interaction,uniform,0.5,87,91,x_1*x_30*,PRODUCT,True,0.33849018812179565,0.4465738715981349
interaction,uniform,0.5,88,497,x_23*x_29*,PRODUCT,True,0.33810949325561523,0.4471963017106937
interaction,uniform,0.5,89,29,x_29,LINEAR,False,0.33755940198898315,0.44809569227102014
interaction,uniform,0.5,90,489,x_22*x_29*,PRODUCT,True,0.3372219502925873,0.44864742048180006
interaction,uniform,0.5,91,491,x_22*x_31*,PRODUCT,True,0.336814820766449,0.4493130708472037
interaction,uniform,0.5,92,466,x_20*x_25*,PRODUCT,True,0.33648380637168884,0.44985427417115786
interaction,uniform,0.5,93,350,x_12*x_25*,PRODUCT,True,0.33513423800468445,0.4520607972036545
interaction,uniform,0.5,94,331,x_11*x_25*,PRODUCT,True,0.3345867097377777,0.4529559972997818
interaction,uniform,0.5,95,510,x_25*x_29*,PRODUCT,True,0.3336696922779083,0.4544553064091786
interaction,uniform,0.5,96,462,x_20*x_21*,PRODUCT,True,0.3331533968448639,0.4552994413136696
interaction,uniform,0.5,97,264,x_8*x_21*,PRODUCT,True,0.33265000581741333,0.45612247771818115
interaction,uniform,0.5,98,416,x_16*x_25*,PRODUCT,True,0.3322370648384094,0.4567976297175247
interaction,uniform,0.5,99,25,x_25,LINEAR,False,0.33168861269950867,0.4576943403298168
interaction,uniform,0.5,100,212,x_6*x_16*,PRODUCT,True,0.33125486969947815,0.45840350330603263
interaction,uniform,0.5,101,503,x_24*x_28*,PRODUCT,True,0.3308938145637512,0.45899382276850714
interaction,uniform,0.5,102,131,x_3*x_13*,PRODUCT,True,0.3305785357952118,0.4595092985913316
interaction,uniform,0.5,103,135,x_3*x_17*,PRODUCT,True,0.3289145231246948,0.4622299331094716
interaction,uniform,0.5,104,128,x_3*x_10*,PRODUCT,True,0.3283272087574005,0.4631901828533416
interaction,uniform,0.5,105,3,x_3,LINEAR,False,0.3276437819004059,0.4643075750046802
interaction,uniform,0.5,106,359,x_13*x_16*,PRODUCT,True,0.32721060514450073,0.4650158121806659
interaction,uniform,0.5,107,322,x_11*x_16*,PRODUCT,True,0.3267447054386139,0.4657775508646828
interaction,uniform,0.5,108,122,x_3*x_4*,PRODUCT,True,0.3263501226902008,0.4664226874460417
interaction,uniform,0.5,109,136,x_3*x_18*,PRODUCT,True,0.32596680521965027,0.4670494054754554
interaction,uniform,0.5,110,94,x_2*x_4*,PRODUCT,True,0.3255544602870941,0.46772358294824107
interaction,uniform,0.5,111,114,x_2*x_24*,PRODUCT,True,0.32510918378829956,0.46845160301335304
interaction,uniform,0.5,112,448,x_18*x_30*,PRODUCT,True,0.3246839940547943,0.46914678153346234
interaction,uniform,0.5,113,290,x_9*x_25*,PRODUCT,True,0.3243652880191803,0.469667860883995
interaction,uniform,0.5,114,221,x_6*x_25*,PRODUCT,True,0.32404977083206177,0.4701837265174426
interaction,uniform,0.5,115,124,x_3*x_6*,PRODUCT,True,0.3236996531486511,0.47075616341757887
interaction,uniform,0.5,116,34,x_0*x_3*,PRODUCT,True,0.32339024543762207,0.47126204015380757
interaction,uniform,0.5,117,57,x_0*x_26*,PRODUCT,True,0.32211124897003174,0.47335317924184367
interaction,uniform,0.5,118,37,x_0*x_6*,PRODUCT,True,0.3216037452220917,0.474182939879605
interaction,uniform,0.5,119,0,x_0,LINEAR,False,0.320913702249527,0.47531114927573676
interaction,uniform,0.5,120,241,x_7*x_21*,PRODUCT,True,0.3206081986427307,0.4758106428630109
interaction,lognormal,0.5,1,267,x_8*x_24*,PRODUCT,True,0.515746533870697,0.15688290727592646
interaction,lognormal,0.5,2,483,x_22*x_23,PRODUCT,False,0.49112677574157715,0.19713007819069503
interaction,lognormal,0.5,3,471,x_20*x_30*,PRODUCT,True,0.47899705171585083,0.21695915504238683
interaction,lognormal,0.5,4,300,x_10*x_14,PRODUCT,False,0.47209781408309937,0.22823768973515954
interaction,lognormal,0.5,5,332,x_11*x_26*,PRODUCT,True,0.46260368824005127,0.2437582201760952
interaction,lognormal,0.5,6,281,x_9*x_16*,PRODUCT,True,0.4558575749397278,0.25478643473387236
interaction,lognormal,0.5,7,108,x_2*x_18*,PRODUCT,True,0.45217445492744446,0.2608074183624094
interaction,lognormal,0.5,8,339,x_12*x_14*,PRODUCT,True,0.44868990778923035,0.2665037848131583
interaction,lognormal,0.5,9,168,x_4*x_23*,PRODUCT,True,0.44561460614204407,0.2715311368431679
interaction,lognormal,0.5,10,365,x_13*x_22*,PRODUCT,True,0.44314268231391907,0.2755721164611261
interaction,lognormal,0.5,11,482,x_21*x_31*,PRODUCT,True,0.4404650032520294,0.27994945462560233
interaction,lognormal,0.5,12,429,x_17*x_24*,PRODUCT,True,0.4382004141807556,0.28365149357030955
interaction,lognormal,0.5,13,305,x_10*x_19*,PRODUCT,True,0.43607187271118164,0.2871311285803623
interaction,lognormal,0.5,14,388,x_14*x_28,PRODUCT,False,0.4341927170753479,0.2902030798828163
interaction,lognormal,0.5,15,24,x_24,LINEAR,False,0.4324789345264435,0.2930046873882499
interaction,lognormal,0.5,16,17,x_17,LINEAR,False,0.4295322895050049,0.29782171788794115
interaction,lognormal,0.5,17,46,x_0*x_15*,PRODUCT,True,0.42763614654541016,0.3009214392326192
interaction,lognormal,0.5,18,221,x_6*x_25*,PRODUCT,True,0.426067054271698,0.30348651418542477
interaction,lognormal,0.5,19,8,x_8,LINEAR,False,0.42465755343437195,0.30579069689944066
interaction,lognormal,0.5,20,73,x_1*x_12*,PRODUCT,True,0.4233054518699646,0.3080010461023625
interaction,lognormal,0.5,21,14,x_14,LINEAR,False,0.42181116342544556,0.31044383543063736
interaction,lognormal,0.5,22,386,x_14*x_26*,PRODUCT,True,0.42008134722709656,0.3132716539583808
interaction,lognormal,0.5,23,431,x_17*x_26*,PRODUCT,True,0.4174262285232544,0.3176121115580085
interaction,lognormal,0.5,24,259,x_8*x_16*,PRODUCT,True,0.41595974564552307,0.320009445711906
interaction,lognormal,0.5,25,16,x_16,LINEAR,False,0.41348952054977417,0.32404764832564187
interaction,lognormal,0.5,26,377,x_14*x_17*,PRODUCT,True,0.4115195870399475,0.3272679988361916
interaction,lognormal,0.5,27,26,x_26,LINEAR,False,0.40969452261924744,0.33025152447787937
interaction,lognormal,0.5,28,128,x_3*x_10*,PRODUCT,True,0.408200740814209,0.3326934855768247
interaction,lognormal,0.5,29,135,x_3*x_17*,PRODUCT,True,0.4065726101398468,0.3353550736062021
interaction,lognormal,0.5,30,10,x_10,LINEAR,False,0.4046727120876312,0.33846093359179286
interaction,lognormal,0.5,31,303,x_10*x_17*,PRODUCT,True,0.40306875109672546,0.3410830102102163
interaction,lognormal,0.5,32,11,x_11,LINEAR,False,0.4015442728996277,0.34357515226265434
interaction,lognormal,0.5,33,330,x_11*x_24,PRODUCT,False,0.3999209702014923,0.3462288477537154
interaction,lognormal,0.5,34,510,x_25*x_29*,PRODUCT,True,0.3985438048839569,0.34848016994876085
interaction,lognormal,0.5,35,124,x_3*x_6*,PRODUCT,True,0.39713990688323975,0.35077519342078006
interaction,lognormal,0.5,36,515,x_26*x_29*,PRODUCT,True,0.39537009596824646,0.35366839334618094
interaction,lognormal,0.5,37,331,x_11*x_25*,PRODUCT,True,0.3934321701526642,0.35683641925085585
interaction,lognormal,0.5,38,207,x_6*x_11*,PRODUCT,True,0.3918205499649048,0.35947101674796633
interaction,lognormal,0.5,39,235,x_7*x_15*,PRODUCT,True,0.3905874192714691,0.36148687821657477
interaction,lognormal,0.5,40,393,x_15*x_17*,PRODUCT,True,0.38896444439888,0.3641400377945403
interaction,lognormal,0.5,41,230,x_7*x_10*,PRODUCT,True,0.38681504130363464,0.3676537763652191
interaction,lognormal,0.5,42,71,x_1*x_10*,PRODUCT,True,0.38531216979026794,0.37011059687272296
interaction,lognormal,0.5,43,350,x_12*x_25*,PRODUCT,True,0.38347578048706055,0.37311263587589344
interaction,lognormal,0.5,44,416,x_16*x_25*,PRODUCT,True,0.3814641237258911,0.3764011935076954
interaction,lognormal,0.5,45,356,x_12*x_31*,PRODUCT,True,0.38001108169555664,0.37877655522467524
interaction,lognormal,0.5,46,264,x_8*x_21*,PRODUCT,True,0.3773968517780304,0.3830501698454758
interaction,lognormal,0.5,47,257,x_8*x_14*,PRODUCT,True,0.37599867582321167,0.38533583919800896
interaction,lognormal,0.5,48,341,x_12*x_16*,PRODUCT,True,0.3743278682231903,0.3880671933685529
interaction,lognormal,0.5,49,241,x_7*x_21*,PRODUCT,True,0.37282705307006836,0.39052065223936644
interaction,lognormal,0.5,50,211,x_6*x_15*,PRODUCT,True,0.37124842405319214,0.3931013173913154
interaction,lognormal,0.5,51,391,x_14*x_31*,PRODUCT,True,0.36965519189834595,0.39570585503570255
interaction,lognormal,0.5,52,422,x_16*x_31*,PRODUCT,True,0.36803966760635376,0.3983468347705873
interaction,lognormal,0.5,53,271,x_8*x_28*,PRODUCT,True,0.3663826584815979,0.40105563187174564
interaction,lognormal,0.5,54,503,x_24*x_28*,PRODUCT,True,0.36469152569770813,0.40382021265421386
interaction,lognormal,0.5,55,35,x_0*x_4*,PRODUCT,True,0.36319226026535034,0.40627113811766663
interaction,lognormal,0.5,56,122,x_3*x_4*,PRODUCT,True,0.3613606095314026,0.40926543074063776
interaction,lognormal,0.5,57,154,x_4*x_9*,PRODUCT,True,0.3599400222301483,0.4115877370611578
interaction,lognormal,0.5,58,229,x_7*x_9*,PRODUCT,True,0.35782334208488464,0.41504798176102603
interaction,lognormal,0.5,59,151,x_4*x_6*,PRODUCT,True,0.35609132051467896,0.4178794055223214
interaction,lognormal,0.5,60,4,x_4,LINEAR,False,0.354774534702301,0.42003202226904046
interaction,lognormal,0.5,61,23,x_23,LINEAR,False,0.35321182012557983,0.4225866712761689
interaction,lognormal,0.5,62,84,x_1*x_23*,PRODUCT,True,0.35025346279144287,0.42742284848918305
interaction,lognormal,0.5,63,399,x_15*x_23*,PRODUCT,True,0.3479715585708618,0.43115319338920993
interaction,lognormal,0.5,64,15,x_15,LINEAR,False,0.3463976979255676,0.43372606344158715
interaction,lognormal,0.5,65,499,x_23*x_31*,PRODUCT,True,0.3446978032588959,0.4365049677195183
interaction,lognormal,0.5,66,77,x_1*x_16*,PRODUCT,True,0.34306415915489197,0.4391755688327754
interaction,lognormal,0.5,67,290,x_9*x_25*,PRODUCT,True,0.3416905403137207,0.44142109342251445
interaction,lognormal,0.5,68,286,x_9*x_21*,PRODUCT,True,0.33989593386650085,0.4443548278656881
interaction,lognormal,0.5,69,208,x_6*x_12*,PRODUCT,True,0.3383010923862457,0.4469619963561807
interaction,lognormal,0.5,70,263,x_8*x_20*,PRODUCT,True,0.3368947505950928,0.44926101481673036
interaction,lognormal,0.5,71,20,x_20,LINEAR,False,0.33307623863220215,0.45550333055373077
interaction,lognormal,0.5,72,466,x_20*x_25*,PRODUCT,True,0.33135443925857544,0.4583180435703193
interaction,lognormal,0.5,73,462,x_20*x_21*,PRODUCT,True,0.3290563225746155,0.4620748918088899
interaction,lognormal,0.5,74,12,x_12,LINEAR,False,0.3271162211894989,0.46524647422774434
interaction,lognormal,0.5,75,217,x_6*x_21*,PRODUCT,True,0.3256263732910156,0.46768200436954305
interaction,lognormal,0.5,76,51,x_0*x_20*,PRODUCT,True,0.324182391166687,0.4700425553973367
interaction,lognormal,0.5,77,57,x_0*x_26*,PRODUCT,True,0.321625679731369,0.4742221416295539
interaction,lognormal,0.5,78,273,x_8*x_30*,PRODUCT,True,0.3199288845062256,0.4769959790927634
interaction,lognormal,0.5,79,30,x_30,LINEAR,False,0.3166229724884033,0.4824003216258083
interaction,lognormal,0.5,80,91,x_1*x_30*,PRODUCT,True,0.31472644209861755,0.4855006763223266
interaction,lognormal,0.5,81,279,x_9*x_14*,PRODUCT,True,0.3132762312889099,0.4878714096989357
interaction,lognormal,0.5,82,288,x_9*x_23*,PRODUCT,True,0.31144705414772034,0.490861658614004
interaction,lognormal,0.5,83,382,x_14*x_22*,PRODUCT,True,0.3098309338092804,0.49350361273633525
interaction,lognormal,0.5,84,491,x_22*x_31*,PRODUCT,True,0.3076721131801605,0.49703274662866814
interaction,lognormal,0.5,85,167,x_4*x_22*,PRODUCT,True,0.3060722053050995,0.4996481974124557
interaction,lognormal,0.5,86,473,x_21*x_22*,PRODUCT,True,0.30392733216285706,0.5031545306385414
interaction,lognormal,0.5,87,19,x_19,LINEAR,False,0.3023054301738739,0.5058059363191033
interaction,lognormal,0.5,88,215,x_6*x_19*,PRODUCT,True,0.29923108220100403,0.5108317293291985
interaction,lognormal,0.5,89,9,x_9,LINEAR,False,0.29734566807746887,0.5139139116998404
interaction,lognormal,0.5,90,295,x_9*x_30*,PRODUCT,True,0.29511168599128723,0.5175659158491719
interaction,lognormal,0.5,91,355,x_12*x_30*,PRODUCT,True,0.2927461564540863,0.521432967307937
interaction,lognormal,0.5,92,37,x_0*x_6*,PRODUCT,True,0.2908537685871124,0.5245265500117023
interaction,lognormal,0.5,93,306,x_10*x_20*,PRODUCT,True,0.2891804277896881,0.5272620453288938
interaction,lognormal,0.5,94,202,x_5*x_31*,PRODUCT,True,0.28755736351013184,0.5299153510649762
interaction,lognormal,0.5,95,199,x_5*x_28*,PRODUCT,True,0.2823079526424408,0.5384968300253204
interaction,lognormal,0.5,96,183,x_5*x_12*,PRODUCT,True,0.27934205532073975,0.5433453332395323
interaction,lognormal,0.5,97,181,x_5*x_10*,PRODUCT,True,0.2751403748989105,0.5502140339464894
interaction,lognormal,0.5,98,150,x_4*x_5*,PRODUCT,True,0.27278488874435425,0.5540646669767817
interaction,lognormal,0.5,99,458,x_19*x_28*,PRODUCT,True,0.2703171372413635,0.5580988258826147
interaction,lognormal,0.5,100,459,x_19*x_29*,PRODUCT,True,0.26749861240386963,0.5627064118006895
interaction,lognormal,0.5,101,489,x_22*x_29*,PRODUCT,True,0.26464971899986267,0.5673636427591613
interaction,lognormal,0.5,102,22,x_22,LINEAR,False,0.26055604219436646,0.5740557844608197
interaction,lognormal,0.5,103,184,x_5*x_13*,PRODUCT,True,0.258033812046051,0.5781790023792592
interaction,lognormal,0.5,104,187,x_5*x_16*,PRODUCT,True,0.2556290626525879,0.5821101685320015
interaction,lognormal,0.5,105,180,x_5*x_9*,PRODUCT,True,0.2529474198818207,0.5864939863729967
interaction,lognormal,0.5,106,179,x_5*x_8*,PRODUCT,True,0.2504193186759949,0.5906268020077838
interaction,lognormal,0.5,107,196,x_5*x_25*,PRODUCT,True,0.2477799504995346,0.5949415114191388
interaction,lognormal,0.5,108,322,x_11*x_16*,PRODUCT,True,0.24522952735424042,0.5991108178637958
interaction,lognormal,0.5,109,319,x_11*x_13*,PRODUCT,True,0.24238499999046326,0.6037609114342223
interaction,lognormal,0.5,110,497,x_23*x_29*,PRODUCT,True,0.240156888961792,0.6074033178672061
interaction,lognormal,0.5,111,233,x_7*x_13*,PRODUCT,True,0.23794187605381012,0.6110243121360541
interaction,lognormal,0.5,112,209,x_6*x_13*,PRODUCT,True,0.23541387915611267,0.6151569572530381
interaction,lognormal,0.5,113,131,x_3*x_13*,PRODUCT,True,0.2330375760793686,0.619041620764898
interaction,lognormal,0.5,114,34,x_0*x_3*,PRODUCT,True,0.23011137545108795,0.6238252297751757
interaction,lognormal,0.5,115,359,x_13*x_16*,PRODUCT,True,0.22770912945270538,0.6277523035006428
interaction,lognormal,0.5,116,212,x_6*x_16*,PRODUCT,True,0.2248680740594864,0.6323967212641937
interaction,lognormal,0.5,117,406,x_15*x_30*,PRODUCT,True,0.22201424837112427,0.6370620152787849
interaction,lognormal,0.5,118,13,x_13,LINEAR,False,0.21940186619758606,0.6413326092985014
interaction,lognormal,0.5,119,31,x_31,LINEAR,False,0.21725644171237946,0.6448398438329752
interaction,lognormal,0.5,120,49,x_0*x_18*,PRODUCT,True,0.2152530401945114,0.6481149061986436
interaction,half_normal,0.5,1,267,x_8*x_24*,PRODUCT,True,0.5518316030502319,0.09673191365808141
interaction,half_normal,0.5,2,471,x_20*x_30*,PRODUCT,True,0.5294082164764404,0.13343573665020175
interaction,half_normal,0.5,3,288,x_9*x_23*,PRODUCT,True,0.5169804692268372,0.1537781516435459
interaction,half_normal,0.5,4,319,x_11*x_13*,PRODUCT,True,0.5101882815361023,0.16489597516719565
interaction,half_normal,0.5,5,112,x_2*x_22*,PRODUCT,True,0.505725622177124,0.17220069957387887
interaction,half_normal,0.5,6,279,x_9*x_14*,PRODUCT,True,0.5025931000709534,0.17732818272747955
interaction,half_normal,0.5,7,281,x_9*x_16*,PRODUCT,True,0.49907687306404114,0.18308373500488015
interaction,half_normal,0.5,8,14,x_14,LINEAR,False,0.49516788125038147,0.18948218615471252
interaction,half_normal,0.5,9,257,x_8*x_14*,PRODUCT,True,0.4921525716781616,0.19441780943538853
interaction,half_normal,0.5,10,24,x_24,LINEAR,False,0.48784568905830383,0.20146754997332597
interaction,half_normal,0.5,11,442,x_18*x_24*,PRODUCT,True,0.48477405309677124,0.20649537136227242
interaction,half_normal,0.5,12,429,x_17*x_24*,PRODUCT,True,0.48255330324172974,0.2101304159315209
interaction,half_normal,0.5,13,377,x_14*x_17*,PRODUCT,True,0.4776723384857178,0.21811984544279872
interaction,half_normal,0.5,14,151,x_4*x_6*,PRODUCT,True,0.4754885733127594,0.2216943514658231
interaction,half_normal,0.5,15,304,x_10*x_18*,PRODUCT,True,0.4732925593852997,0.22528890691874118
interaction,half_normal,0.5,16,10,x_10,LINEAR,False,0.4710772931575775,0.22891497558750196
interaction,half_normal,0.5,17,303,x_10*x_17*,PRODUCT,True,0.4688105285167694,0.23262533966953858
interaction,half_normal,0.5,18,431,x_17*x_26*,PRODUCT,True,0.4657882750034332,0.2375723291720278
interaction,half_normal,0.5,19,386,x_14*x_26*,PRODUCT,True,0.4607205390930176,0.2458674759026341
interaction,half_normal,0.5,20,23,x_23,LINEAR,False,0.4588301181793213,0.2489618200316342
interaction,half_normal,0.5,21,441,x_18*x_23*,PRODUCT,True,0.45568177103996277,0.25411520646327274
interaction,half_normal,0.5,22,18,x_18,LINEAR,False,0.4537331163883209,0.2573048707528868
interaction,half_normal,0.5,23,444,x_18*x_26*,PRODUCT,True,0.45172592997550964,0.2605903430237935
interaction,half_normal,0.5,24,305,x_10*x_19*,PRODUCT,True,0.4500505328178406,0.26333272453312634
interaction,half_normal,0.5,25,19,x_19,LINEAR,False,0.4480551481246948,0.26659887910515734
interaction,half_normal,0.5,26,399,x_15*x_23*,PRODUCT,True,0.44654029607772827,0.26907847161488546
interaction,half_normal,0.5,27,211,x_6*x_15*,PRODUCT,True,0.4445989727973938,0.272256135515804
interaction,half_normal,0.5,28,221,x_6*x_25*,PRODUCT,True,0.442656546831131,0.27543560435323367
interaction,half_normal,0.5,29,350,x_12*x_25*,PRODUCT,True,0.4411974847316742,0.277823876831913
interaction,half_normal,0.5,30,12,x_12,LINEAR,False,0.43898358941078186,0.2814477015255519
interaction,half_normal,0.5,31,339,x_12*x_14*,PRODUCT,True,0.4365496039390564,0.2854317817903956
interaction,half_normal,0.5,32,26,x_26,LINEAR,False,0.4348278343677521,0.2882500681973309
interaction,half_normal,0.5,33,215,x_6*x_19*,PRODUCT,True,0.43327009677886963,0.29079985810272097
interaction,half_normal,0.5,34,154,x_4*x_9*,PRODUCT,True,0.43181413412094116,0.293183057246342
interaction,half_normal,0.5,35,168,x_4*x_23*,PRODUCT,True,0.43015608191490173,0.29589704759217567
interaction,half_normal,0.5,36,16,x_16,LINEAR,False,0.4282304048538208,0.29904910090746356
interaction,half_normal,0.5,37,259,x_8*x_16*,PRODUCT,True,0.4252042770385742,0.30400243207877564
interaction,half_normal,0.5,38,8,x_8,LINEAR,False,0.4217596650123596,0.30964076104708954
interaction,half_normal,0.5,39,94,x_2*x_4*,PRODUCT,True,0.4204156994819641,0.3118406371796628
interaction,half_normal,0.5,40,114,x_2*x_24*,PRODUCT,True,0.4182129502296448,0.315446217379919
interaction,half_normal,0.5,41,393,x_15*x_17*,PRODUCT,True,0.416720449924469,0.3178892233387462
interaction,half_normal,0.5,42,2,x_2,LINEAR,False,0.4152941405773163,0.3202238843248386
interaction,half_normal,0.5,43,108,x_2*x_18*,PRODUCT,True,0.4130131006240845,0.32395761501738396
interaction,half_normal,0.5,44,446,x_18*x_28*,PRODUCT,True,0.4113810956478119,0.326628969835901
interaction,half_normal,0.5,45,458,x_19*x_28*,PRODUCT,True,0.40779179334640503,0.33250413574371385
interaction,half_normal,0.5,46,491,x_22*x_31*,PRODUCT,True,0.40621569752693176,0.3350839754029106
interaction,half_normal,0.5,47,356,x_12*x_31*,PRODUCT,True,0.40299373865127563,0.340357853542183
interaction,half_normal,0.5,48,167,x_4*x_22*,PRODUCT,True,0.40090054273605347,0.34378411086095667
interaction,half_normal,0.5,49,341,x_12*x_16*,PRODUCT,True,0.39915740489959717,0.34663737401055333
interaction,half_normal,0.5,50,106,x_2*x_16*,PRODUCT,True,0.3971126973628998,0.3499842629049058
interaction,half_normal,0.5,51,499,x_23*x_31*,PRODUCT,True,0.39559370279312134,0.3524706361220676
interaction,half_normal,0.5,52,422,x_16*x_31*,PRODUCT,True,0.3938089609146118,0.3553919990384079
interaction,half_normal,0.5,53,121,x_2*x_31*,PRODUCT,True,0.3920391798019409,0.3582888733566785
interaction,half_normal,0.5,54,179,x_5*x_8*,PRODUCT,True,0.3904745876789093,0.36084988313767824
interaction,half_normal,0.5,55,181,x_5*x_10*,PRODUCT,True,0.3864911198616028,0.3673702406751126
interaction,half_normal,0.5,56,202,x_5*x_31*,PRODUCT,True,0.384846955537796,0.3700614985773198
interaction,half_normal,0.5,57,199,x_5*x_28*,PRODUCT,True,0.38233867287635803,0.3741671925373583
