mode,rho,n,S_dir,lynn_metric,phi_direct,input_added
half_normal,0.5,23,0.5945227742195129,0.019649495329336752,0.020753702243113428,260
half_normal,0.5,24,0.5944789052009583,0.01972183404594177,0.020830106046870567,8
half_normal,0.5,25,0.594431459903717,0.019800069940530893,0.020912738421586172,236
half_normal,0.5,26,0.5943882465362549,0.019871327507838824,0.020988000320667596,160
half_normal,0.5,27,0.5943484306335449,0.019936982756061858,0.021057345077338478,175
half_normal,0.5,28,0.5943120718002319,0.019996937398900256,0.02112066888208285,131
half_normal,0.5,29,0.5942779779434204,0.02005315716234872,0.021180047925220193,307
half_normal,0.5,30,0.5942421555519104,0.0201122272284895,0.02124243744432079,223
half_normal,0.5,31,0.5942104458808899,0.020164515539948566,0.021297664106819162,150
half_normal,0.5,32,0.5941771864891052,0.020219359295200738,0.021355589816732863,184
half_normal,0.5,33,0.594148576259613,0.020266536719073577,0.021405418384400566,219
half_normal,0.5,34,0.5941206216812134,0.02031263299364933,0.02145410504739255,228
half_normal,0.5,35,0.594092845916748,0.020358434409325877,0.021502480281836607,297
half_normal,0.5,36,0.594066858291626,0.02040128723601037,0.021547741230801436,58
half_normal,0.5,37,0.5940402150154114,0.02044522121199195,0.021594144084441984,110
half_normal,0.5,38,0.5940160155296326,0.020485125449684394,0.02163629074792758,135
half_normal,0.5,39,0.5939922332763672,0.02052434168327869,0.021677710744801355,42
half_normal,0.5,40,0.5939686298370361,0.02056326305797378,0.02171881931312721,311
half_normal,0.5,41,0.5939462184906006,0.02060021870667417,0.021757851691133576,305
half_normal,0.5,42,0.5939228534698486,0.02063874693617032,0.02179854502139553,23
half_normal,0.5,43,0.5939005613327026,0.020675506012271243,0.021837369780369948,3
half_normal,0.5,44,0.5938777327537537,0.020713149665069777,0.021877128824988133,319
half_normal,0.5,45,0.5938555598258972,0.020749712168571226,0.0219157459649306,119
half_normal,0.5,46,0.5938337445259094,0.020785684954274266,0.021953740247777225,140
half_normal,0.5,47,0.5938122868537903,0.020821068022178892,0.021991111673528,82
half_normal,0.5,48,0.5937913656234741,0.020855566513385906,0.022027548813635008,268
half_normal,0.5,49,0.5937705039978027,0.020889966718293185,0.022063882144226037,190
half_normal,0.5,50,0.5937502384185791,0.02092338406020311,0.022099177379657328,116
half_normal,0.5,320,0.5927909016609192,0.022505302054439208,0.023769991539264925,-1
exponential,0.5,0,0.6041556596755981,0.0,0.0,-1
exponential,0.5,1,0.5829622745513916,0.03507934550441247,0.035919348263384325,19
exponential,0.5,2,0.5735793113708496,0.05061005026612931,0.0518219480722017,174
exponential,0.5,3,0.5686230063438416,0.058813739079819065,0.06022208072308845,295
exponential,0.5,4,0.5658866763114929,0.063342919579126,0.06485971604276312,274
exponential,0.5,5,0.5639951229095459,0.06647382362952038,0.06806559207460673,168
exponential,0.5,6,0.5626391172409058,0.06871828769589731,0.07036380161374149,96
exponential,0.5,7,0.5616207718849182,0.07040385554530611,0.07208973172258183,3
exponential,0.5,8,0.560901403427124,0.07159455606473922,0.07330894451061776,95
exponential,0.5,9,0.5601767897605896,0.07279393846715436,0.07453704707621167,236
exponential,0.5,10,0.5594643354415894,0.07397319468629299,0.075744541521103,184
exponential,0.5,11,0.5589173436164856,0.07487857696045304,0.07667160389212013,270
exponential,0.5,12,0.5584399104118347,0.07566882562734004,0.07748077569029461,268
exponential,0.5,13,0.5578880310058594,0.07658229783791516,0.0784161217176726,297
exponential,0.5,14,0.5574323534965515,0.07733653642197898,0.0791884211430214,154
exponential,0.5,15,0.5569199323654175,0.07818469719466656,0.08005689179831553,150
exponential,0.5,16,0.5564956068992615,0.07888704179636051,0.08077605459871555,273
exponential,0.5,17,0.5560166239738464,0.07967985556503766,0.08158785292207761,223
exponential,0.5,18,0.5555956363677979,0.08037667533210668,0.08230135859130439,170
exponential,0.5,19,0.5552040338516235,0.08102485682292412,0.0829650613021666,307
exponential,0.5,20,0.5547848343849182,0.08171871685715835,0.08367553636540769,99
exponential,0.5,21,0.5544010400772095,0.0823539741812639,0.08432600543013247,319
exponential,0.5,22,0.5540035963058472,0.08301182413267495,0.08499960812054788,201
exponential,0.5,23,0.5536456108093262,0.08360436264619847,0.08560633543887947,82
exponential,0.5,24,0.5533291101455688,0.08412823535795502,0.08614275269834344,24
exponential,0.5,25,0.553011417388916,0.08465408122493476,0.08668119036179787,281
exponential,0.5,26,0.5526977777481079,0.08517321836415566,0.08721275865168479,42
exponential,0.5,27,0.5523796081542969,0.08569985349322468,0.0877520044767354,146
exponential,0.5,28,0.5521009564399719,0.086161078526645,0.08822427390950265,248
exponential,0.5,29,0.551807165145874,0.0866473626313998,0.0887222024729486,187
exponential,0.5,30,0.5515355467796326,0.08709694604900331,0.08918255152217221,10
exponential,0.5,31,0.5512502193450928,0.08756922075167348,0.08966613521728597,317
exponential,0.5,32,0.5509822368621826,0.08801278604584627,0.09012032203433872,240
exponential,0.5,33,0.5507041811943054,0.08847302450165498,0.09059158126511074,224
exponential,0.5,34,0.550443708896637,0.08890415891792168,0.09103303953702367,252
exponential,0.5,35,0.5501722097396851,0.08935354502000287,0.09149318654584823,257
exponential,0.5,36,0.5499232411384583,0.08976563848836579,0.09191514791925333,125
exponential,0.5,37,0.549682080745697,0.09016480779001682,0.09232387564652099,128
exponential,0.5,38,0.5494356155395508,0.09057275763241104,0.09274159417154615,276
exponential,0.5,39,0.5492008328437805,0.09096137055361803,0.0931395127374649,58
exponential,0.5,40,0.5489709973335266,0.09134179488064878,0.0935290466268233,175
exponential,0.5,41,0.5487324595451355,0.09173662324080879,0.09393332946531198,314
exponential,0.5,42,0.54851895570755,0.09209001534128186,0.09429518382000125,149
exponential,0.5,43,0.5483014583587646,0.09245001751175261,0.09466380652805852,16
exponential,0.5,44,0.548090934753418,0.0927984767241677,0.09502060987277165,93
exponential,0.5,45,0.5478751063346863,0.09315571647732598,0.09538640401524229,183
exponential,0.5,46,0.5476760268211365,0.09348523339959847,0.09572381148164713,29
exponential,0.5,47,0.5474781394004822,0.09381277716664775,0.09605919854406153,272
exponential,0.5,48,0.5472809076309204,0.0941392356983243,0.09639347438428117,161
exponential,0.5,49,0.5470898747444153,0.09445543382284026,0.09671724412375049,115
exponential,0.5,50,0.5468974113464355,0.09477399973362405,0.09704343834800834,147
exponential,0.5,320,0.5329502820968628,0.11785932389836278,0.12068155891505455,-1
chi2,0.5,0,0.8815107941627502,0.0,0.0,-1
chi2,0.5,1,0.8807910680770874,0.0008164688287752961,0.0008289379803309042,19
chi2,0.5,2,0.8789786696434021,0.0028724827150337167,0.0029163514103865405,145
chi2,0.5,3,0.8778286576271057,0.00417707481295426,0.004240867302105337,220
chi2,0.5,4,0.8770098090171814,0.005105989824938941,0.005183968749209764,290
